category,profile,month,year,fb_followers,fb_number_likes,fb_number_comments,fb_number_posts,insta_followers,insta_number_comments,insta_number_posts,insta_number_likes,twitter_fans,twitter_number_posts,twitter_number_likes,twitter_retweets
Líderes Mundiais,Jair Bolsonaro,9,19,9829708.0,12038586.0,1453111.0,155.0,13981109.0,783509.0,83.0,22878631.0,5192838.0,197.0,5492225.0,895187.0
Líderes Mundiais,Erdogan,9,19,9268546.0,1532092.0,112502.0,89.0,,108677.0,21.0,7900506.0,14114315.0,92.0,1352885.0,275706.0
Líderes Mundiais,Cristina Kirchner,9,19,2542746.0,175472.0,42499.0,11.0,887877.0,6776.0,5.0,267415.0,5540633.0,22.0,172472.0,54097.0
Líderes Mundiais,Obrador,9,19,6189849.0,1887466.0,438482.0,65.0,,9170.0,4.0,245139.0,6043122.0,52.0,520916.0,145341.0
Líderes Mundiais,Iván Duque,9,19,906919.0,182059.0,27290.0,106.0,639516.0,8053.0,35.0,187025.0,957036.0,339.0,243894.0,109078.0
Líderes Mundiais,Boris Johnson,9,19,725736.0,957364.0,213425.0,105.0,,,,,1110487.0,171.0,1332962.0,282417.0
Líderes Mundiais,Lacalle Pou,9,19,125962.0,41732.0,4531.0,72.0,36068.0,1136.0,55.0,64661.0,136886.0,147.0,38388.0,13026.0
Líderes Mundiais,Nicolás Maduro,9,19,879274.0,282724.0,53212.0,143.0,640069.0,22323.0,106.0,317758.0,3668326.0,337.0,451107.0,522086.0
Líderes Mundiais,Matteo Salvini,9,19,3789002.0,10665484.0,2700713.0,553.0,1814885.0,898295.0,492.0,16215818.0,1151211.0,1112.0,1836503.0,375604.0
Líderes Mundiais,Alberto Fernández,9,19,198704.0,413282.0,53846.0,43.0,452317.0,15597.0,34.0,729143.0,370005.0,104.0,504206.0,155547.0
Líderes Mundiais,Piñera,9,19,505163.0,69146.0,13385.0,36.0,455647.0,17909.0,31.0,367007.0,2249124.0,36.0,51035.0,15718.0
Líderes Mundiais,Emmanuel Macron,9,19,2494035.0,138679.0,34533.0,25.0,1478548.0,17969.0,4.0,237531.0,4202113.0,64.0,354623.0,113678.0
Líderes Mundiais,Benjamin Netanyahu,9,19,2483213.0,1343731.0,389618.0,184.0,726555.0,106629.0,123.0,1782485.0,1682500.0,242.0,384109.0,62139.0
Líderes Mundiais,Justin Trudeau,9,19,6756334.0,1072023.0,184410.0,180.0,,,,,4591558.0,497.0,787375.0,124470.0
Líderes Mundiais,Scott Morrison,9,19,199740.0,197065.0,37614.0,61.0,75969.0,12814.0,32.0,143085.0,200569.0,53.0,96227.0,18915.0
Líderes Mundiais,Evo Morales,9,19,581474.0,265844.0,41758.0,97.0,62610.0,2086.0,21.0,53980.0,596287.0,338.0,262554.0,145733.0
Líderes Mundiais,Giuseppe Conte,9,19,1061365.0,862664.0,350590.0,82.0,,,,,285231.0,38.0,49831.0,9262.0
Líderes Mundiais,Viktor Orbán,9,19,652229.0,154702.0,7508.0,26.0,,,,,36778.0,0.0,0.0,0.0
Líderes Mundiais,Pedro Sánchez,9,19,266133.0,61358.0,24382.0,54.0,,,,,1084590.0,193.0,159492.0,58475.0
Líderes Mundiais,Rody Duterte,9,19,4334871.0,0.0,0.0,0.0,,,,,184088.0,0.0,0.0,0.0
Líderes Mundiais,Narendra Modi,10,19,44463365.0,7742435.0,458704.0,31.0,,,,,51043131.0,362.0,7358943.0,1195830.0
Líderes Mundiais,Donald Trump,10,19,24574360.0,21429463.0,2978537.0,474.0,,652947.0,64.0,21518518.0,66436006.0,1006.0,45428961.0,11469943.0
Líderes Mundiais,Jair Bolsonaro,10,19,9885973.0,16528232.0,1659672.0,218.0,14227102.0,680817.0,106.0,21783896.0,5343427.0,346.0,6976942.0,1303458.0
Líderes Mundiais,Erdogan,10,19,9267703.0,1388323.0,198426.0,68.0,,158840.0,14.0,6099655.0,14310901.0,90.0,1796348.0,415801.0
Líderes Mundiais,Cristina Kirchner,10,19,2561929.0,507713.0,136905.0,27.0,986100.0,45506.0,20.0,1599913.0,5597645.0,56.0,706361.0,207506.0
Líderes Mundiais,Obrador,10,19,6240951.0,1894985.0,410894.0,64.0,,1235.0,1.0,48043.0,6164530.0,70.0,654713.0,177327.0
Líderes Mundiais,Alberto Fernández,10,19,283375.0,1353686.0,247740.0,86.0,695926.0,88408.0,51.0,2863122.0,534870.0,175.0,1812817.0,444827.0
Líderes Mundiais,Matteo Salvini,10,19,3824531.0,9196103.0,2062476.0,606.0,1851621.0,726595.0,534.0,15729934.0,1161644.0,1220.0,1472199.0,285789.0
Líderes Mundiais,Justin Trudeau,10,19,6793479.0,1996207.0,278340.0,264.0,,,,,4633064.0,775.0,987856.0,178399.0
Líderes Mundiais,Nicolás Maduro,10,19,883778.0,379468.0,56193.0,200.0,647710.0,23678.0,129.0,376546.0,3681576.0,505.0,564300.0,635616.0
Líderes Mundiais,Emmanuel Macron,10,19,2504262.0,138750.0,55077.0,32.0,1492047.0,14909.0,3.0,75152.0,4267802.0,81.0,198244.0,49304.0
Líderes Mundiais,Benjamin Netanyahu,10,19,2482483.0,732839.0,87373.0,87.0,736371.0,36455.0,48.0,820957.0,1698691.0,98.0,319580.0,59140.0
Líderes Mundiais,Lacalle Pou,10,19,131305.0,105398.0,18963.0,76.0,51336.0,4891.0,53.0,110366.0,147739.0,213.0,96134.0,33015.0
Líderes Mundiais,Iván Duque,10,19,907186.0,170982.0,28739.0,98.0,642831.0,9662.0,31.0,179475.0,986007.0,284.0,137721.0,51652.0
Líderes Mundiais,Evo Morales,10,19,642585.0,777113.0,280427.0,141.0,76392.0,11193.0,95.0,175402.0,627295.0,263.0,437511.0,214645.0
Líderes Mundiais,Piñera,10,19,510842.0,84809.0,91535.0,44.0,510513.0,273295.0,32.0,524559.0,2326753.0,66.0,247293.0,78028.0
Líderes Mundiais,Boris Johnson,10,19,743803.0,737217.0,168326.0,131.0,,,,,1208944.0,209.0,987665.0,198361.0
Líderes Mundiais,Scott Morrison,10,19,210779.0,113938.0,22235.0,49.0,81161.0,3800.0,24.0,72694.0,208989.0,35.0,48858.0,10195.0
Líderes Mundiais,Viktor Orbán,10,19,657914.0,291199.0,13548.0,33.0,,,,,36898.0,0.0,0.0,0.0
Líderes Mundiais,Giuseppe Conte,10,19,1058781.0,628036.0,179231.0,115.0,,,,,295714.0,58.0,50882.0,10034.0
Líderes Mundiais,Pedro Sánchez,10,19,266920.0,135156.0,40765.0,123.0,,,,,1102375.0,323.0,244309.0,101556.0
Líderes Mundiais,Rody Duterte,10,19,4332150.0,0.0,0.0,0.0,,,,,183951.0,0.0,0.0,0.0
Líderes Mundiais,Narendra Modi,11,19,44461889.0,3545785.0,185579.0,20.0,,,,,51572593.0,215.0,4589082.0,750185.0
Líderes Mundiais,Donald Trump,11,19,24687097.0,17624610.0,2053648.0,347.0,,433566.0,60.0,19924627.0,67179031.0,859.0,31183252.0,7680421.0
Líderes Mundiais,Erdogan,11,19,9256415.0,895895.0,95249.0,53.0,,23703.0,4.0,1907641.0,14361156.0,56.0,1092982.0,240994.0
Líderes Mundiais,Jair Bolsonaro,11,19,9935838.0,14230824.0,1243912.0,168.0,14568599.0,657351.0,72.0,21326794.0,5491876.0,209.0,5539946.0,952827.0
Líderes Mundiais,Cristina Kirchner,11,19,2565583.0,111824.0,6361.0,3.0,1030638.0,3738.0,1.0,169912.0,5664554.0,5.0,276897.0,102712.0
Líderes Mundiais,Obrador,11,19,6281270.0,1637581.0,412907.0,58.0,,13778.0,5.0,221974.0,6279326.0,54.0,678287.0,196254.0
Líderes Mundiais,Evo Morales,11,19,854814.0,1621107.0,411440.0,118.0,153022.0,53142.0,85.0,705749.0,932830.0,211.0,4203968.0,1812234.0
Líderes Mundiais,Alberto Fernández,11,19,310861.0,324021.0,42235.0,41.0,841950.0,48074.0,26.0,1859526.0,667243.0,171.0,1816112.0,380814.0
Líderes Mundiais,Emmanuel Macron,11,19,2511874.0,128036.0,34094.0,29.0,1571738.0,5014.0,5.0,279188.0,4306084.0,74.0,227499.0,50906.0
Líderes Mundiais,Justin Trudeau,11,19,6785929.0,402036.0,37844.0,50.0,,,,,4640460.0,221.0,191796.0,28839.0
Líderes Mundiais,Matteo Salvini,11,19,3831228.0,7149375.0,1516813.0,553.0,1871038.0,567378.0,454.0,12427095.0,1171742.0,839.0,1033324.0,204872.0
Líderes Mundiais,Lacalle Pou,11,19,141794.0,170081.0,25764.0,62.0,79118.0,12991.0,34.0,269597.0,192690.0,209.0,276693.0,65840.0
Líderes Mundiais,Benjamin Netanyahu,11,19,2485664.0,1074532.0,165169.0,125.0,744670.0,40943.0,51.0,734817.0,1705379.0,177.0,257685.0,41537.0
Líderes Mundiais,Nicolás Maduro,11,19,894264.0,370165.0,63618.0,181.0,657621.0,25519.0,126.0,364762.0,3710854.0,787.0,585011.0,608128.0
Líderes Mundiais,Piñera,11,19,511185.0,51470.0,55435.0,14.0,518088.0,42217.0,7.0,135207.0,2374447.0,43.0,121595.0,35416.0
Líderes Mundiais,Boris Johnson,11,19,768663.0,1713384.0,301692.0,360.0,,,,,1257262.0,352.0,1239369.0,226093.0
Líderes Mundiais,Iván Duque,11,19,913265.0,390415.0,101943.0,133.0,659178.0,31184.0,19.0,189584.0,1059173.0,329.0,441732.0,158344.0
Líderes Mundiais,Scott Morrison,11,19,217610.0,58017.0,24147.0,31.0,84519.0,6925.0,13.0,37443.0,214156.0,51.0,20220.0,3123.0
Líderes Mundiais,Giuseppe Conte,11,19,1060246.0,536125.0,106678.0,90.0,,,,,302787.0,61.0,29257.0,7289.0
Líderes Mundiais,Viktor Orbán,11,19,660977.0,207134.0,9948.0,25.0,,,,,36940.0,0.0,0.0,0.0
Líderes Mundiais,Pedro Sánchez,11,19,268914.0,90388.0,23768.0,68.0,,,,,1121777.0,209.0,183210.0,71780.0
Líderes Mundiais,Rody Duterte,11,19,4331360.0,0.0,0.0,0.0,,,,,183987.0,0.0,0.0,0.0
Líderes Mundiais,Donald Trump,12,19,24856559.0,22834322.0,2672170.0,378.0,,540200.0,73.0,28160225.0,68102295.0,1112.0,36318802.0,8711178.0
Líderes Mundiais,Narendra Modi,12,19,44490893.0,2647402.0,354432.0,19.0,,,,,52248844.0,175.0,4837325.0,885821.0
Líderes Mundiais,Jair Bolsonaro,12,19,9942739.0,7313442.0,723849.0,125.0,14714774.0,441505.0,50.0,14364562.0,5590360.0,117.0,3417021.0,570121.0
Líderes Mundiais,Erdogan,12,19,9263041.0,1217155.0,121765.0,56.0,,71760.0,5.0,3215945.0,14441815.0,61.0,1259110.0,289032.0
Líderes Mundiais,Obrador,12,19,6322698.0,1582467.0,290737.0,47.0,,6523.0,4.0,193331.0,6349853.0,43.0,505366.0,144443.0
Líderes Mundiais,Lacalle Pou,12,19,144778.0,56044.0,11852.0,10.0,88662.0,4900.0,9.0,130018.0,200671.0,36.0,62916.0,9942.0
Líderes Mundiais,Alberto Fernández,12,19,419993.0,660079.0,132326.0,43.0,1230335.0,147820.0,30.0,4113467.0,810013.0,129.0,1678879.0,295668.0
Líderes Mundiais,Cristina Kirchner,12,19,2576427.0,452658.0,86924.0,21.0,1132045.0,41599.0,11.0,1341837.0,5707631.0,47.0,614680.0,172350.0
Líderes Mundiais,Evo Morales,12,19,877377.0,738452.0,116699.0,52.0,170118.0,10409.0,30.0,233172.0,968241.0,149.0,1255344.0,572124.0
Líderes Mundiais,Matteo Salvini,12,19,3833080.0,7726860.0,1575041.0,537.0,1900545.0,568793.0,372.0,10648735.0,1179960.0,857.0,1098285.0,207939.0
Líderes Mundiais,Emmanuel Macron,12,19,2529545.0,175502.0,63998.0,29.0,1584884.0,12377.0,7.0,318107.0,4358677.0,74.0,247943.0,51739.0
Líderes Mundiais,Benjamin Netanyahu,12,19,2485635.0,1155438.0,148535.0,171.0,750337.0,38948.0,94.0,1054201.0,1709118.0,180.0,278548.0,47641.0
Líderes Mundiais,Nicolás Maduro,12,19,897985.0,298545.0,41551.0,147.0,665011.0,14535.0,104.0,265704.0,3718553.0,511.0,403050.0,446281.0
Líderes Mundiais,Iván Duque,12,19,916922.0,462250.0,72276.0,141.0,662723.0,11830.0,27.0,201046.0,1090853.0,284.0,266875.0,93401.0
Líderes Mundiais,Justin Trudeau,12,19,6790036.0,489264.0,51977.0,58.0,,,,,4652255.0,237.0,248856.0,35437.0
Líderes Mundiais,Boris Johnson,12,19,833335.0,1826982.0,258099.0,358.0,,,,,1405092.0,311.0,1798533.0,333477.0
Líderes Mundiais,Piñera,12,19,503062.0,37275.0,24928.0,19.0,517337.0,29106.0,14.0,105763.0,2384985.0,41.0,94516.0,24491.0
Líderes Mundiais,Giuseppe Conte,12,19,1062487.0,532487.0,150656.0,72.0,,,,,308560.0,48.0,29868.0,6239.0
Líderes Mundiais,Scott Morrison,12,19,223059.0,86147.0,41364.0,32.0,89120.0,22648.0,17.0,73024.0,223565.0,35.0,43739.0,7047.0
Líderes Mundiais,Viktor Orbán,12,19,664442.0,399083.0,21938.0,42.0,,,,,36987.0,0.0,0.0,0.0
Líderes Mundiais,Pedro Sánchez,12,19,269259.0,49199.0,11711.0,39.0,,,,,1129801.0,134.0,93864.0,32688.0
Líderes Mundiais,Rody Duterte,12,19,4331834.0,0.0,0.0,0.0,,,,,184205.0,0.0,0.0,0.0
Cervejas,Heineken,1,19,24702812.0,5013.0,272.0,2.0,313932.0,1028.0,1.0,32126.0,97194.0,1.0,7.0,0.0
Cervejas,Skol,1,19,12405518.0,98943.0,2556.0,6.0,296401.0,1201.0,4.0,25192.0,217564.0,559.0,37928.0,3739.0
Cervejas,Crystal,1,19,716624.0,28362.0,1033.0,3.0,11760.0,66.0,4.0,706.0,3144.0,19.0,13.0,6.0
Cervejas,Stella Artois,1,19,3453052.0,377.0,10.0,1.0,122126.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0
Cervejas,Brahma,1,19,4194253.0,8834.0,292.0,2.0,107378.0,238.0,2.0,4057.0,58305.0,84.0,17010.0,3426.0
Cervejas,Budweiser,1,19,14920847.0,8377.0,423.0,6.0,415679.0,0.0,0.0,0.0,79914.0,129.0,7231.0,428.0
Cervejas,Itaipava,1,19,1738627.0,76316.0,2542.0,9.0,52561.0,941.0,3.0,3168.0,19623.0,29.0,18.0,5.0
Cervejas,Bohemia,1,19,4758826.0,12527.0,335.0,83.0,79471.0,27.0,3.0,1047.0,,,,
Cervejas,Colorado,1,19,523117.0,5924.0,915.0,10.0,169451.0,2099.0,4.0,35648.0,,0.0,0.0,0.0
Cervejas,Antarctica,1,19,3176637.0,2792.0,177.0,2.0,75480.0,62.0,2.0,1280.0,3650.0,8.0,3.0,1.0
Cervejas,Devassa,1,19,986450.0,93.0,8.0,1.0,25684.0,0.0,0.0,0.0,116161.0,0.0,0.0,0.0
Cervejas,Kaiser,1,19,994456.0,4583.0,484.0,3.0,,,,,61618.0,19.0,25.0,1.0
Cervejas,Backer,1,19,107935.0,520.0,52.0,20.0,97308.0,4724.0,28.0,37064.0,1072.0,0.0,0.0,0.0
Cervejas,Wäls,1,19,68268.0,571.0,30.0,14.0,108442.0,367.0,19.0,21641.0,8636.0,10.0,13.0,2.0
Cervejas,Baden Baden,1,19,442974.0,0.0,0.0,0.0,113082.0,277.0,2.0,5741.0,,0.0,0.0,0.0
Cervejas,Amstel,1,19,464840.0,622.0,59.0,2.0,41462.0,319.0,3.0,5075.0,,0.0,0.0,0.0
Cervejas,Eisenbahn,1,19,601198.0,0.0,0.0,0.0,146084.0,0.0,0.0,0.0,,0.0,0.0,0.0
Cervejas,Schin,1,19,1634649.0,0.0,0.0,0.0,23646.0,0.0,0.0,0.0,,,,
Cervejas,Bavaria,1,19,1156669.0,0.0,0.0,0.0,4349.0,0.0,0.0,0.0,,,,
Cervejas,Brahma,2,19,4187773.0,333583.0,11451.0,3.0,109807.0,23.0,1.0,3458.0,59854.0,195.0,30286.0,4468.0
Cervejas,Heineken,2,19,24685900.0,32031.0,960.0,2.0,321695.0,324.0,2.0,11163.0,97532.0,2.0,2.0,0.0
Cervejas,Skol,2,19,12378976.0,52320.0,4828.0,5.0,302449.0,1132.0,4.0,11168.0,217731.0,250.0,41111.0,5363.0
Cervejas,Budweiser,2,19,14901462.0,22114.0,691.0,8.0,418657.0,153.0,2.0,7677.0,80604.0,269.0,21273.0,1284.0
Cervejas,Antarctica,2,19,3169917.0,23788.0,1150.0,4.0,76056.0,65.0,4.0,1346.0,3665.0,24.0,27.0,5.0
Cervejas,Schin,2,19,1631058.0,98402.0,6504.0,10.0,24167.0,110.0,5.0,1543.0,,,,
Cervejas,Bohemia,2,19,4748354.0,8049.0,179.0,83.0,80055.0,0.0,0.0,0.0,,,,
Cervejas,Crystal,2,19,714999.0,40529.0,2013.0,5.0,12249.0,164.0,4.0,572.0,3164.0,4.0,12.0,4.0
Cervejas,Stella Artois,2,19,3446541.0,20923.0,861.0,7.0,122373.0,85.0,3.0,1491.0,1404.0,94.0,4201.0,270.0
Cervejas,Devassa,2,19,984439.0,3878.0,144.0,3.0,27194.0,197.0,12.0,5284.0,115922.0,1.0,10.0,3.0
Cervejas,Itaipava,2,19,1735574.0,68623.0,1503.0,12.0,58780.0,248.0,3.0,1545.0,19639.0,16.0,12.0,1.0
Cervejas,Backer,2,19,107800.0,1159.0,116.0,19.0,100604.0,1017.0,24.0,29502.0,1076.0,0.0,0.0,0.0
Cervejas,Colorado,2,19,522925.0,4755.0,456.0,8.0,171457.0,520.0,4.0,17524.0,,0.0,0.0,0.0
Cervejas,Wäls,2,19,68276.0,151.0,7.0,8.0,110402.0,273.0,16.0,16736.0,8650.0,2.0,0.0,0.0
Cervejas,Amstel,2,19,464045.0,980.0,61.0,2.0,43439.0,248.0,12.0,8595.0,,0.0,0.0,0.0
Cervejas,Eisenbahn,2,19,600908.0,0.0,0.0,0.0,147011.0,0.0,0.0,0.0,,0.0,0.0,0.0
Cervejas,Baden Baden,2,19,442460.0,0.0,0.0,0.0,114026.0,0.0,0.0,0.0,,0.0,0.0,0.0
Cervejas,Bavaria,2,19,1158440.0,0.0,0.0,0.0,4372.0,0.0,0.0,0.0,,,,
Cervejas,Kaiser,2,19,991994.0,0.0,0.0,0.0,,,,,61436.0,21.0,30.0,0.0
Cervejas,Brahma,3,19,4180600.0,175463.0,8325.0,10.0,113012.0,200.0,2.0,1754.0,60861.0,111.0,22257.0,6813.0
Cervejas,Heineken,3,19,24694699.0,15154.0,921.0,6.0,336161.0,1112.0,6.0,25269.0,97908.0,1.0,322.0,36.0
Cervejas,Antarctica,3,19,3164168.0,143905.0,2656.0,18.0,77018.0,58.0,9.0,2043.0,3683.0,0.0,0.0,0.0
Cervejas,Skol,3,19,12356309.0,26029.0,1361.0,6.0,314834.0,1286.0,19.0,30240.0,217951.0,184.0,34287.0,2223.0
Cervejas,Stella Artois,3,19,3441203.0,36680.0,1698.0,8.0,123830.0,219.0,7.0,3040.0,1902.0,22.0,13560.0,1103.0
Cervejas,Kaiser,3,19,990054.0,6807.0,211.0,1.0,,,,,61275.0,16.0,16.0,1.0
Cervejas,Budweiser,3,19,14891067.0,21433.0,1415.0,11.0,420398.0,0.0,0.0,0.0,81013.0,279.0,12787.0,2094.0
Cervejas,Colorado,3,19,523411.0,13458.0,1093.0,7.0,174543.0,1335.0,8.0,36574.0,,0.0,0.0,0.0
Cervejas,Bohemia,3,19,4740770.0,8153.0,216.0,87.0,81317.0,0.0,0.0,0.0,,,,
Cervejas,Devassa,3,19,982913.0,32116.0,351.0,4.0,30438.0,263.0,24.0,8659.0,115818.0,11.0,19.0,3.0
Cervejas,Schin,3,19,1628345.0,40872.0,2296.0,14.0,25631.0,184.0,4.0,1603.0,,,,
Cervejas,Crystal,3,19,713649.0,10904.0,331.0,7.0,12766.0,104.0,14.0,1189.0,3209.0,1.0,1.0,1.0
Cervejas,Itaipava,3,19,1732883.0,37529.0,653.0,18.0,68163.0,448.0,8.0,4665.0,19665.0,9.0,9.0,0.0
Cervejas,Backer,3,19,107713.0,1482.0,81.0,22.0,103784.0,754.0,29.0,26932.0,1079.0,0.0,0.0,0.0
Cervejas,Amstel,3,19,463323.0,932.0,82.0,2.0,46796.0,175.0,6.0,2819.0,,0.0,0.0,0.0
Cervejas,Wäls,3,19,68490.0,193.0,8.0,11.0,112971.0,463.0,16.0,15717.0,8657.0,3.0,1.0,0.0
Cervejas,Eisenbahn,3,19,601102.0,0.0,0.0,0.0,148079.0,181.0,2.0,6950.0,,0.0,0.0,0.0
Cervejas,Baden Baden,3,19,441702.0,0.0,0.0,0.0,113841.0,24.0,1.0,1022.0,,0.0,0.0,0.0
Cervejas,Bavaria,3,19,1160058.0,0.0,0.0,0.0,4403.0,0.0,0.0,0.0,,,,
Cervejas,Stella Artois,4,19,3438173.0,72075.0,2713.0,9.0,128584.0,331.0,15.0,3760.0,1888.0,1.0,118.0,10.0
Cervejas,Skol,4,19,12334752.0,61021.0,6735.0,18.0,319911.0,1558.0,24.0,18718.0,217959.0,275.0,31327.0,3394.0
Cervejas,Budweiser,4,19,14893449.0,64181.0,2507.0,22.0,422026.0,405.0,5.0,15567.0,82319.0,1076.0,22334.0,3648.0
Cervejas,Eisenbahn,4,19,600371.0,364.0,44.0,1.0,149012.0,204.0,1.0,2370.0,,0.0,0.0,0.0
Cervejas,Heineken,4,19,24736973.0,12653.0,425.0,16.0,361201.0,226.0,3.0,7450.0,98100.0,0.0,0.0,0.0
Cervejas,Schin,4,19,1626042.0,30605.0,1464.0,6.0,26417.0,136.0,6.0,1134.0,,,,
Cervejas,Crystal,4,19,712395.0,25963.0,748.0,6.0,13241.0,17.0,4.0,488.0,3244.0,8.0,6.0,0.0
Cervejas,Colorado,4,19,523722.0,2349.0,347.0,8.0,178012.0,1278.0,8.0,36809.0,,0.0,0.0,0.0
Cervejas,Antarctica,4,19,3158532.0,3022.0,311.0,5.0,77038.0,0.0,0.0,0.0,3683.0,1.0,34.0,12.0
Cervejas,Brahma,4,19,4174814.0,42000.0,2368.0,19.0,117895.0,240.0,3.0,1022.0,61327.0,52.0,2816.0,556.0
Cervejas,Bohemia,4,19,4733943.0,10617.0,184.0,85.0,82643.0,0.0,0.0,0.0,,,,
Cervejas,Itaipava,4,19,1729960.0,3235.0,277.0,9.0,71018.0,176.0,2.0,2162.0,19670.0,20.0,24.0,3.0
Cervejas,Kaiser,4,19,988212.0,12476.0,480.0,7.0,,,,,61153.0,15.0,15.0,1.0
Cervejas,Baden Baden,4,19,441099.0,0.0,0.0,0.0,113904.0,64.0,1.0,2842.0,,0.0,0.0,0.0
Cervejas,Backer,4,19,107669.0,428.0,35.0,16.0,106557.0,414.0,25.0,21201.0,1082.0,0.0,0.0,0.0
Cervejas,Wäls,4,19,68569.0,124.0,10.0,10.0,115585.0,273.0,20.0,14566.0,8702.0,2.0,2.0,0.0
Cervejas,Amstel,4,19,463613.0,68.0,35.0,1.0,50096.0,244.0,6.0,4323.0,,0.0,0.0,0.0
Cervejas,Devassa,4,19,981284.0,0.0,0.0,0.0,32460.0,325.0,12.0,5546.0,115706.0,13.0,17.0,6.0
Cervejas,Bavaria,4,19,1160932.0,0.0,0.0,0.0,4452.0,0.0,0.0,0.0,,,,
Cervejas,Stella Artois,5,19,3433565.0,73622.0,4841.0,5.0,131073.0,106.0,3.0,1391.0,2118.0,10.0,5191.0,286.0
Cervejas,Heineken,5,19,24756621.0,46237.0,1477.0,16.0,374825.0,243.0,4.0,6516.0,98383.0,1.0,10.0,2.0
Cervejas,Budweiser,5,19,14888251.0,9998.0,383.0,13.0,425208.0,430.0,16.0,41978.0,82668.0,857.0,5107.0,335.0
Cervejas,Skol,5,19,12313257.0,13797.0,972.0,9.0,322584.0,862.0,22.0,15184.0,217981.0,194.0,39491.0,8400.0
Cervejas,Brahma,5,19,4168746.0,107842.0,2830.0,27.0,122789.0,191.0,2.0,3375.0,61930.0,280.0,19870.0,2687.0
Cervejas,Eisenbahn,5,19,603451.0,539.0,73.0,1.0,155611.0,412.0,3.0,18807.0,,0.0,0.0,0.0
Cervejas,Colorado,5,19,524438.0,6052.0,885.0,10.0,182482.0,1423.0,8.0,30993.0,,0.0,0.0,0.0
Cervejas,Schin,5,19,1623080.0,24712.0,1522.0,7.0,27277.0,183.0,2.0,713.0,,,,
Cervejas,Crystal,5,19,711099.0,5740.0,211.0,2.0,13586.0,36.0,2.0,286.0,3264.0,5.0,3.0,0.0
Cervejas,Itaipava,5,19,1726975.0,12187.0,252.0,7.0,73541.0,147.0,3.0,2900.0,19667.0,12.0,16.0,1.0
Cervejas,Antarctica,5,19,3153281.0,10759.0,845.0,9.0,77206.0,110.0,2.0,1211.0,3737.0,41.0,984.0,73.0
Cervejas,Bohemia,5,19,4726719.0,5141.0,140.0,81.0,83882.0,0.0,0.0,0.0,,,,
Cervejas,Backer,5,19,107597.0,380.0,48.0,20.0,109206.0,1164.0,25.0,20463.0,1083.0,0.0,0.0,0.0
Cervejas,Baden Baden,5,19,440577.0,0.0,0.0,0.0,114175.0,29.0,1.0,1724.0,,0.0,0.0,0.0
Cervejas,Wäls,5,19,68633.0,108.0,0.0,7.0,118406.0,256.0,20.0,15008.0,8802.0,1.0,2.0,0.0
Cervejas,Devassa,5,19,979454.0,0.0,0.0,0.0,33506.0,179.0,6.0,3029.0,115554.0,0.0,0.0,0.0
Cervejas,Amstel,5,19,462754.0,0.0,0.0,0.0,51589.0,0.0,0.0,0.0,,0.0,0.0,0.0
Cervejas,Bavaria,5,19,1162070.0,0.0,0.0,0.0,4473.0,0.0,0.0,0.0,,,,
Cervejas,Kaiser,5,19,986187.0,0.0,0.0,0.0,,,,,61030.0,10.0,22.0,3.0
Cervejas,Brahma,6,19,4165409.0,992929.0,22991.0,69.0,0.0,1359.0,25.0,62911.0,63529.0,1529.0,122402.0,17173.0
Cervejas,Heineken,6,19,24752453.0,20311.0,878.0,4.0,0.0,160.0,3.0,6073.0,98627.0,0.0,0.0,0.0
Cervejas,Budweiser,6,19,14882112.0,1156.0,190.0,11.0,429537.0,362.0,15.0,36210.0,82984.0,279.0,5812.0,480.0
Cervejas,Schin,6,19,1620208.0,1382.0,75.0,1.0,28963.0,583.0,1.0,13179.0,,,,
Cervejas,Itaipava,6,19,1724447.0,68566.0,1242.0,12.0,76484.0,89.0,2.0,1242.0,19749.0,45.0,47.0,8.0
Cervejas,Amstel,6,19,462583.0,17984.0,1554.0,3.0,53261.0,1323.0,3.0,1932.0,,0.0,0.0,0.0
Cervejas,Skol,6,19,12291980.0,15965.0,1810.0,9.0,0.0,1281.0,10.0,16340.0,218292.0,216.0,29138.0,2865.0
Cervejas,Antarctica,6,19,3148432.0,28649.0,1373.0,6.0,0.0,14.0,1.0,366.0,3807.0,98.0,462.0,49.0
Cervejas,Stella Artois,6,19,3428926.0,18973.0,618.0,7.0,0.0,7.0,3.0,599.0,2135.0,12.0,864.0,51.0
Cervejas,Colorado,6,19,525223.0,1392.0,178.0,13.0,0.0,987.0,4.0,14124.0,,0.0,0.0,0.0
Cervejas,Crystal,6,19,709892.0,8975.0,311.0,4.0,13776.0,17.0,4.0,380.0,3310.0,13.0,5.0,1.0
Cervejas,Bohemia,6,19,4719293.0,4459.0,188.0,79.0,0.0,0.0,1.0,261.0,,,,
Cervejas,Wäls,6,19,68753.0,486.0,76.0,13.0,120678.0,301.0,20.0,13819.0,8825.0,2.0,3.0,0.0
Cervejas,Devassa,6,19,978032.0,2852.0,78.0,3.0,34936.0,0.0,0.0,0.0,115386.0,9.0,13.0,4.0
Cervejas,Backer,6,19,107596.0,367.0,46.0,15.0,111585.0,786.0,30.0,25240.0,1082.0,0.0,0.0,0.0
Cervejas,Eisenbahn,6,19,603380.0,0.0,0.0,0.0,158767.0,72.0,2.0,3824.0,,0.0,0.0,0.0
